Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
2001,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1981
2001,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,348
2001,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,196
2001,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1197
2001,Science and engineering,0,Psychology and social sciences,1,Total,0,7151
2001,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,411
2001,Science and engineering,0,Psychology and social sciences,0,Economics,1,927
2001,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1189
2001,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,658
2001,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3400
2001,Science and engineering,0,Psychology and social sciences,0,Sociology,1,566
2001,Total,0,Total,0,All fields,1,40744
2002,Non-science and engineering,1,Total,0,Total,0,13943
2002,Non-science and engineering,0,Education,1,Total,0,6508
2002,Non-science and engineering,0,Education,0,Education administration,1,2351
2002,Non-science and engineering,0,Education,0,Education research,1,2776
2002,Non-science and engineering,0,Education,0,Other education,1,433
2002,Non-science and engineering,0,Education,0,Teacher education,1,262
2002,Non-science and engineering,0,Education,0,Teaching fields,1,686
2002,Non-science and engineering,0,Humanities and arts,1,Total,0,5297
2002,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,627
2002,Non-science and engineering,0,Humanities and arts,0,History,1,1031
2002,Non-science and engineering,0,Humanities and arts,0,Letters,1,1455
2002,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2184
2002,Non-science and engineering,0,Other,1,Total,0,2138
2002,Non-science and engineering,0,Other,0,Business management and administration,1,1113
2002,Non-science and engineering,0,Other,0,Communication,1,397
2002,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,628
2002,Science and engineering,1,Total,0,Total,0,26088
2002,Science and engineering,0,Engineering,1,Total,0,5081
2002,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,209
2002,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,246
2002,Science and engineering,0,Engineering,0,Chemical engineering,1,607
2002,Science and engineering,0,Engineering,0,Civil engineering,1,540
2002,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1212
2002,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,230
2002,Science and engineering,0,Engineering,0,Materials science engineering,1,364
2002,Science and engineering,0,Engineering,0,Mechanical engineering,1,771
2002,Science and engineering,0,Engineering,0,Other engineering,1,902
2002,Science and engineering,0,Life sciences,1,Total,0,8478
2002,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1129
2002,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5695
2002,Science and engineering,0,Life sciences,0,Health sciences,1,1654
2002,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1729
2002,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,809
2002,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,920
2002,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3875
2002,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,141
2002,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,117
2002,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1922
2002,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,391
2002,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,181
2002,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1123
2002,Science and engineering,0,Psychology and social sciences,1,Total,0,6925
2002,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,496
2002,Science and engineering,0,Psychology and social sciences,0,Economics,1,908
2002,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1161
2002,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,606
2002,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3207
2002,Science and engineering,0,Psychology and social sciences,0,Sociology,1,547
2002,Total,0,Total,0,All fields,1,40031
2003,Non-science and engineering,1,Total,0,Total,0,14049
2003,Non-science and engineering,0,Education,1,Total,0,6651
2003,Non-science and engineering,0,Education,0,Education administration,1,2362
2003,Non-science and engineering,0,Education,0,Education research,1,2720
2003,Non-science and engineering,0,Education,0,Other education,1,613
2003,Non-science and engineering,0,Education,0,Teacher education,1,242
2003,Non-science and engineering,0,Education,0,Teaching fields,1,714
2003,Non-science and engineering,0,Humanities and arts,1,Total,0,5272
2003,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,623
2003,Non-science and engineering,0,Humanities and arts,0,History,1,941
2003,Non-science and engineering,0,Humanities and arts,0,Letters,1,1416
2003,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2292
2003,Non-science and engineering,0,Other,1,Total,0,2126
2003,Non-science and engineering,0,Other,0,Business management and administration,1,1036
2003,Non-science and engineering,0,Other,0,Communication,1,415
2003,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,675
2003,Science and engineering,1,Total,0,Total,0,26713
2003,Science and engineering,0,Engineering,1,Total,0,5279
2003,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,200
2003,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,281
2003,Science and engineering,0,Engineering,0,Chemical engineering,1,568
2003,Science and engineering,0,Engineering,0,Civil engineering,1,551
2003,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1237
2003,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,214
2003,Science and engineering,0,Engineering,0,Materials science engineering,1,437
2003,Science and engineering,0,Engineering,0,Mechanical engineering,1,752
2003,Science and engineering,0,Engineering,0,Other engineering,1,1039
2003,Science and engineering,0,Life sciences,1,Total,0,8506
2003,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1178
2003,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5696
2003,Science and engineering,0,Life sciences,0,Health sciences,1,1632
2003,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1859
2003,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,866
2003,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,993
2003,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3971
2003,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,167
2003,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,139
2003,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2041
2003,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,348
2003,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,195
2003,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1081
2003,Science and engineering,0,Psychology and social sciences,1,Total,0,7098
2003,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,472
2003,Science and engineering,0,Psychology and social sciences,0,Economics,1,932
2003,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1159
2003,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,661
2003,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3277
2003,Science and engineering,0,Psychology and social sciences,0,Sociology,1,597
2003,Total,0,Total,0,All fields,1,40762
2004,Non-science and engineering,1,Total,0,Total,0,14328
2004,Non-science and engineering,0,Education,1,Total,0,6635
2004,Non-science and engineering,0,Education,0,Education administration,1,2342
2004,Non-science and engineering,0,Education,0,Education research,1,2805
2004,Non-science and engineering,0,Education,0,Other education,1,460
2004,Non-science and engineering,0,Education,0,Teacher education,1,270
2004,Non-science and engineering,0,Education,0,Teaching fields,1,758
2004,Non-science and engineering,0,Humanities and arts,1,Total,0,5245
2004,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,587
2004,Non-science and engineering,0,Humanities and arts,0,History,1,976
2004,Non-science and engineering,0,Humanities and arts,0,Letters,1,1407
2004,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2275
2004,Non-science and engineering,0,Other,1,Total,0,2448
2004,Non-science and engineering,0,Other,0,Business management and administration,1,1256
2004,Non-science and engineering,0,Other,0,Communication,1,450
2004,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,742
2004,Science and engineering,1,Total,0,Total,0,27794
2004,Science and engineering,0,Engineering,1,Total,0,5776
2004,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,201
2004,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,369
2004,Science and engineering,0,Engineering,0,Chemical engineering,1,638
2004,Science and engineering,0,Engineering,0,Civil engineering,1,547
2004,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1389
2004,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,217
2004,Science and engineering,0,Engineering,0,Materials science engineering,1,475
2004,Science and engineering,0,Engineering,0,Mechanical engineering,1,754
2004,Science and engineering,0,Engineering,0,Other engineering,1,1186
2004,Science and engineering,0,Life sciences,1,Total,0,8813
2004,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1155
2004,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5940
2004,Science and engineering,0,Life sciences,0,Health sciences,1,1718
2004,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2024
2004,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,948
2004,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1076
2004,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4023
2004,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,165
2004,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,126
2004,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1986
2004,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,371
2004,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,189
2004,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1186
2004,Science and engineering,0,Psychology and social sciences,1,Total,0,7158
2004,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,531
2004,Science and engineering,0,Psychology and social sciences,0,Economics,1,959
2004,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1174
2004,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,587
2004,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3327
2004,Science and engineering,0,Psychology and social sciences,0,Sociology,1,580
2004,Total,0,Total,0,All fields,1,42122
2005,Non-science and engineering,1,Total,0,Total,0,13807
2005,Non-science and engineering,0,Education,1,Total,0,6227
2005,Non-science and engineering,0,Education,0,Education administration,1,2167
2005,Non-science and engineering,0,Education,0,Education research,1,2674
2005,Non-science and engineering,0,Education,0,Other education,1,460
2005,Non-science and engineering,0,Education,0,Teacher education,1,263
2005,Non-science and engineering,0,Education,0,Teaching fields,1,663
2005,Non-science and engineering,0,Humanities and arts,1,Total,0,5187
2005,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,607
2005,Non-science and engineering,0,Humanities and arts,0,History,1,924
2005,Non-science and engineering,0,Humanities and arts,0,Letters,1,1389
2005,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2267
2005,Non-science and engineering,0,Other,1,Total,0,2393
2005,Non-science and engineering,0,Other,0,Business management and administration,1,1171
2005,Non-science and engineering,0,Other,0,Communication,1,488
2005,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,734
2005,Science and engineering,1,Total,0,Total,0,29578
2005,Science and engineering,0,Engineering,1,Total,0,6426
2005,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,219
2005,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,417
2005,Science and engineering,0,Engineering,0,Chemical engineering,1,774
2005,Science and engineering,0,Engineering,0,Civil engineering,1,622
2005,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1547
2005,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,221
2005,Science and engineering,0,Engineering,0,Materials science engineering,1,493
2005,Science and engineering,0,Engineering,0,Mechanical engineering,1,892
2005,Science and engineering,0,Engineering,0,Other engineering,1,1241
2005,Science and engineering,0,Life sciences,1,Total,0,9310
2005,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1160
2005,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,6367
2005,Science and engineering,0,Life sciences,0,Health sciences,1,1783
2005,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2334
2005,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1129
2005,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1205
2005,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4359
2005,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,186
2005,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,145
2005,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2126
2005,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,379
2005,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,190
2005,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1333
2005,Science and engineering,0,Psychology and social sciences,1,Total,0,7149
2005,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,456
2005,Science and engineering,0,Psychology and social sciences,0,Economics,1,1061
2005,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1156
2005,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,618
2005,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3322
2005,Science and engineering,0,Psychology and social sciences,0,Sociology,1,536
2005,Total,0,Total,0,All fields,1,43385
2006,Non-science and engineering,1,Total,0,Total,0,14036
2006,Non-science and engineering,0,Education,1,Total,0,6122
2006,Non-science and engineering,0,Education,0,Education administration,1,2051
2006,Non-science and engineering,0,Education,0,Education research,1,2751
2006,Non-science and engineering,0,Education,0,Other education,1,363
2006,Non-science and engineering,0,Education,0,Teacher education,1,250
2006,Non-science and engineering,0,Education,0,Teaching fields,1,707
2006,Non-science and engineering,0,Humanities and arts,1,Total,0,5332
2006,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,614
2006,Non-science and engineering,0,Humanities and arts,0,History,1,973
2006,Non-science and engineering,0,Humanities and arts,0,Letters,1,1457
2006,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2288
2006,Non-science and engineering,0,Other,1,Total,0,2582
2006,Non-science and engineering,0,Other,0,Business management and administration,1,1311
2006,Non-science and engineering,0,Other,0,Communication,1,510
2006,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,761
2006,Science and engineering,1,Total,0,Total,0,31584
2006,Science and engineering,0,Engineering,1,Total,0,7186
2006,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,238
2006,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,525
2006,Science and engineering,0,Engineering,0,Chemical engineering,1,799
2006,Science and engineering,0,Engineering,0,Civil engineering,1,655
2006,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1786
2006,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,234
2006,Science and engineering,0,Engineering,0,Materials science engineering,1,583
2006,Science and engineering,0,Engineering,0,Mechanical engineering,1,1045
2006,Science and engineering,0,Engineering,0,Other engineering,1,1321
2006,Science and engineering,0,Life sciences,1,Total,0,9703
2006,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1146
2006,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,6652
2006,Science and engineering,0,Life sciences,0,Health sciences,1,1905
2006,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2778
2006,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1453
2006,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1325
2006,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4686
2006,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,197
2006,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,146
2006,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2364
2006,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,432
2006,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,179
2006,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1368
2006,Science and engineering,0,Psychology and social sciences,1,Total,0,7231
2006,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,472
2006,Science and engineering,0,Psychology and social sciences,0,Economics,1,1029
2006,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1275
2006,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,616
2006,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3260
2006,Science and engineering,0,Psychology and social sciences,0,Sociology,1,579
2006,Total,0,Total,0,All fields,1,45620
2007,Non-science and engineering,1,Total,0,Total,0,14374
2007,Non-science and engineering,0,Education,1,Total,0,6448
2007,Non-science and engineering,0,Education,0,Education administration,1,2161
2007,Non-science and engineering,0,Education,0,Education research,1,2671
2007,Non-science and engineering,0,Education,0,Other education,1,446
2007,Non-science and engineering,0,Education,0,Teacher education,1,297
2007,Non-science and engineering,0,Education,0,Teaching fields,1,873
2007,Non-science and engineering,0,Humanities and arts,1,Total,0,5085
2007,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,607
2007,Non-science and engineering,0,Humanities and arts,0,History,1,937
2007,Non-science and engineering,0,Humanities and arts,0,Letters,1,1340
2007,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2201
2007,Non-science and engineering,0,Other,1,Total,0,2841
2007,Non-science and engineering,0,Other,0,Business management and administration,1,1506
2007,Non-science and engineering,0,Other,0,Communication,1,560
2007,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,775
2007,Science and engineering,1,Total,0,Total,0,33758
2007,Science and engineering,0,Engineering,1,Total,0,7749
2007,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,267
2007,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,637
2007,Science and engineering,0,Engineering,0,Chemical engineering,1,817
2007,Science and engineering,0,Engineering,0,Civil engineering,1,703
2007,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1967
2007,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,279
2007,Science and engineering,0,Engineering,0,Materials science engineering,1,646
2007,Science and engineering,0,Engineering,0,Mechanical engineering,1,1071
2007,Science and engineering,0,Engineering,0,Other engineering,1,1362
2007,Science and engineering,0,Life sciences,1,Total,0,10702
2007,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1321
2007,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,7238
2007,Science and engineering,0,Life sciences,0,Health sciences,1,2143
2007,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3042
2007,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1654
2007,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1388
2007,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4956
2007,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,223
2007,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,167
2007,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2318
2007,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,478
2007,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,230
2007,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1540
2007,Science and engineering,0,Psychology and social sciences,1,Total,0,7309
2007,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,512
2007,Science and engineering,0,Psychology and social sciences,0,Economics,1,1004
2007,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1353
2007,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,588
2007,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3276
2007,Science and engineering,0,Psychology and social sciences,0,Sociology,1,576
2007,Total,0,Total,0,All fields,1,48132
2008,Non-science and engineering,1,Total,0,Total,0,14059
2008,Non-science and engineering,0,Education,1,Total,0,6561
2008,Non-science and engineering,0,Education,0,Education administration,1,2238
2008,Non-science and engineering,0,Education,0,Education research,1,2640
2008,Non-science and engineering,0,Education,0,Other education,1,497
2008,Non-science and engineering,0,Education,0,Teacher education,1,274
2008,Non-science and engineering,0,Education,0,Teaching fields,1,912
2008,Non-science and engineering,0,Humanities and arts,1,Total,0,4736
2008,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,627
2008,Non-science and engineering,0,Humanities and arts,0,History,1,971
2008,Non-science and engineering,0,Humanities and arts,0,Letters,1,1420
2008,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1718
2008,Non-science and engineering,0,Other,1,Total,0,2762
2008,Non-science and engineering,0,Other,0,Business management and administration,1,1421
2008,Non-science and engineering,0,Other,0,Communication,1,557
2008,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,784
2008,Science and engineering,1,Total,0,Total,0,34718
2008,Science and engineering,0,Engineering,1,Total,0,7864
2008,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,266
2008,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,762
2008,Science and engineering,0,Engineering,0,Chemical engineering,1,873
2008,Science and engineering,0,Engineering,0,Civil engineering,1,713
2008,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1888
2008,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,280
2008,Science and engineering,0,Engineering,0,Materials science engineering,1,636
2008,Science and engineering,0,Engineering,0,Mechanical engineering,1,1082
2008,Science and engineering,0,Engineering,0,Other engineering,1,1364
2008,Science and engineering,0,Life sciences,1,Total,0,11086
2008,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1198
2008,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,7797
2008,Science and engineering,0,Life sciences,0,Health sciences,1,2091
2008,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3187
2008,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1787
2008,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1400
2008,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4946
2008,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,249
2008,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,188
2008,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2246
2008,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,458
2008,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,219
2008,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1586
2008,Science and engineering,0,Psychology and social sciences,1,Total,0,7635
2008,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,483
2008,Science and engineering,0,Psychology and social sciences,0,Economics,1,1091
2008,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1475
2008,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,628
2008,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3357
2008,Science and engineering,0,Psychology and social sciences,0,Sociology,1,601
2008,Total,0,Total,0,All fields,1,48777
2009,Non-science and engineering,1,Total,0,Total,0,14239
2009,Non-science and engineering,0,Education,1,Total,0,6528
2009,Non-science and engineering,0,Education,0,Education administration,1,2146
2009,Non-science and engineering,0,Education,0,Education research,1,2663
2009,Non-science and engineering,0,Education,0,Other education,1,481
2009,Non-science and engineering,0,Education,0,Teacher education,1,332
2009,Non-science and engineering,0,Education,0,Teaching fields,1,906
2009,Non-science and engineering,0,Humanities and arts,1,Total,0,4904
2009,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,598
2009,Non-science and engineering,0,Humanities and arts,0,History,1,1045
2009,Non-science and engineering,0,Humanities and arts,0,Letters,1,1413
2009,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1848
2009,Non-science and engineering,0,Other,1,Total,0,2807
2009,Non-science and engineering,0,Other,0,Business management and administration,1,1405
2009,Non-science and engineering,0,Other,0,Communication,1,627
2009,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,775
2009,Science and engineering,1,Total,0,Total,0,35313
2009,Science and engineering,0,Engineering,1,Total,0,7642
2009,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,297
2009,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,834
2009,Science and engineering,0,Engineering,0,Chemical engineering,1,807
2009,Science and engineering,0,Engineering,0,Civil engineering,1,707
2009,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1693
2009,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,251
2009,Science and engineering,0,Engineering,0,Materials science engineering,1,625
2009,Science and engineering,0,Engineering,0,Mechanical engineering,1,1095
2009,Science and engineering,0,Engineering,0,Other engineering,1,1333
2009,Science and engineering,0,Life sciences,1,Total,0,11403
2009,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1283
2009,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,8025
2009,Science and engineering,0,Life sciences,0,Health sciences,1,2095
2009,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3163
2009,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1610
2009,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1553
2009,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,5160
2009,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,262
2009,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,167
2009,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2391
2009,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,492
2009,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,218
2009,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1630
2009,Science and engineering,0,Psychology and social sciences,1,Total,0,7945
2009,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,503
2009,Science and engineering,0,Psychology and social sciences,0,Economics,1,1118
2009,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1508
2009,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,682
2009,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3472
2009,Science and engineering,0,Psychology and social sciences,0,Sociology,1,662
2009,Total,0,Total,0,All fields,1,49552
2010,Non-science and engineering,1,Total,0,Total,0,13031
2010,Non-science and engineering,0,Education,1,Total,0,5287
2010,Non-science and engineering,0,Education,0,Education administration,1,1439
2010,Non-science and engineering,0,Education,0,Education research,1,2443
2010,Non-science and engineering,0,Education,0,Other education,1,361
2010,Non-science and engineering,0,Education,0,Teacher education,1,245
2010,Non-science and engineering,0,Education,0,Teaching fields,1,799
2010,Non-science and engineering,0,Humanities and arts,1,Total,0,5015
2010,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,601
2010,Non-science and engineering,0,Humanities and arts,0,History,1,1005
2010,Non-science and engineering,0,Humanities and arts,0,Letters,1,1516
2010,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1893
